음식id,칼로리,음식명,단백질,지방,탄수화물,당류,콜레스트롤
4372,57,어탕,8.47,2.06,1.21,0,35.04
4476,54,연포탕,9.49,0.9,2.02,0.02,105.75
4513,19,오이냉국,0.5,0.09,3.92,3.48,0.17
4568,24,올갱이국,2.28,0.7,2.17,0.27,14.23
4957,33,전복탕,4.47,0.5,2.63,0.22,48.56
4971,29,조개국_바지락,4,0.56,1.84,0.24,16.25
5001,44,지리탕_대구,6.93,1.03,1.65,0.25,47.18
5002,39,지리탕_복,6.95,0.45,1.72,0.23,34.96
5071,58,초당순두부,5.46,3.24,1.76,0.1,0
8642,26,해장국_우거지,1.98,0.98,2.25,0.42,3.73
8839,29,홍합탕_홍합만,3.68,0.57,2.28,0,25.13
8844,30,황태해장국,4.08,1.13,0.95,0.25,25.05
1935,3,무국물,0.16,0,0.55,0.36,0
144,100,고등어찌개,8.15,5.62,4.27,1.23,26.01
179,140,곱창전골_간편조리세트_대한곱창 곱창전골,5.79,9.11,8.65,1.08,38.93
180,75,곱창전골_간편조리세트_소곱창순대전골,3.95,2.82,8.36,1.98,37.73
181,88,곱창전골_소고기,6.93,4.55,4.87,0.38,75.53
505,61,김치찌개,3.77,3.75,2.98,0.76,6.29
506,46,김치찌개_김치만,1.55,3.09,2.95,1.3,0.18
553,118,꽁치찌개,8,7.77,4.07,1.97,21.11
562,26,꽃게탕_간편조리세트_3마리꽃게탕,2.58,0.62,2.47,1.14,7.75
579,170,나베_간편조리세트_통등심가스나베,5.41,9.52,15.71,3.53,39.77
589,88,낙지전골_간편조리세트_낙곱새,5.47,1.64,12.88,3.19,35.54
1120,108,돼지고기찌개_간편조리세트_돼지고기 짜글이,10.46,4.64,6.04,4.68,27.12
1121,49,돼지고기찌개_간편조리세트_돼지고기고추장찌개,4.32,1.13,5.28,2.57,6.01
1157,110,된장찌개_간편조리세트_고깃집 된장찌개,7.71,6.33,5.44,1.73,5.22
1158,26,된장찌개_간편조리세트_구수한 버섯된장찌개,1.79,0.4,3.88,2.16,0
1169,136,된장찌개_우렁_강된장,7.28,4.74,16.09,8.82,15.23
1191,63,두부전골,5.12,3.22,3.42,0.7,1.77
1198,55,두부찌개_새우젓,5.4,2.7,2.4,0.57,3.57
1680,88,마라탕_간편조리세트_마라탕,4.64,5.15,5.72,1.92,7.02
1679,66,마라탕,3.91,3.27,5.1,0.26,4.99
1806,75,만두전골_간편조리세트_얼큰왕만두전골,2.67,2.07,11.35,1.58,0.78
1805,57,만두전골,3.61,2.23,5.55,0.7,5.84
1815,70,매운탕_광어,9.74,2.77,1.52,0.24,62.51
1818,67,매운탕_메기,4.77,1.7,8.1,0.95,22.89
1820,30,매운탕_서더리,4.02,1.27,0.63,0,16.03
1821,43,매운탕_아귀,6.85,0.71,2.32,0.52,42.62
1822,68,매운탕_우럭,8.69,2.84,1.87,0.18,60.46
1823,64,매운탕_조기,5.85,3.23,2.88,0.72,45.7
1824,31,매운탕_짱뚱어,1.92,1.42,2.77,0.4,3.7
2131,55,밀푀유나베_간편조리세트_매콤 밀푀유나베,4.13,3.11,2.52,1.5,7.99
2132,36,밀푀유나베_간편조리세트_밀푀유나베,3.45,1.64,1.8,1.36,5.38
2431,40,버섯전골_간편조리세트_남도식 들깨 버섯전골,2.14,1.5,4.54,0.95,0
2434,42,버섯찌개,3.68,1.3,3.85,1.1,4.14
2574,145,부대찌개_간편조리세트_오뎅식당 부대찌개,6.27,10.31,6.77,1.26,16.4
2575,106,부대찌개_간편조리세트_의정부식부대찌개,3.36,5.55,10.7,1.26,6.75
2576,94,부대찌개_간편조리세트_햄듬뿍부대찌개,4.87,4.46,8.62,1.57,8.08
2606,104,불고기전골_간편조리세트_서울식 소불고기전골,5.96,4.34,10.38,5.3,19.49
2607,96,불고기전골_간편조리세트_서울식 육수불고기,6.73,2.06,12.54,4.05,18.14
2608,41,불고기전골_간편조리세트_서울식불고기전골,3.74,0.7,4.91,1.95,5.62
2610,63,불낙전골_간편조리세트_이게불낙이야,6.6,1.75,5.32,0.53,22.83
3074,34,샤브샤브_간편조리세트_소고기 샤브샤브,2.71,1.26,2.99,2.36,5.6
3075,76,샤브샤브_간편조리세트_소고기스키야키,6.23,1.78,8.65,3.67,12.9
3076,51,샤브샤브_간편조리세트_일호식 스키야키,3.36,2.6,3.64,2.38,31.69
3121,37,소고기전골_간편조리세트_어복쟁반,3.39,1.96,1.41,0.42,5.6
3122,73,소고기전골_간편조리세트_파빌리온 얼큰 소고기 전골,4.4,4.94,2.69,0.66,10.68
3123,76,소고기전골_간편조리세트_평양식 어복쟁반,7.02,2.94,5.35,0.61,40.65
3231,42,순두부찌개_간편조리세트_강릉식 짬뽕 순두부,3.78,1.74,2.78,1.04,20.54
3232,43,순두부찌개_간편조리세트_우삼겹 순두부찌개,3.54,2.09,2.44,1.2,2.94
3233,51,순두부찌개_간편조리세트_짬뽕순두부찌개,3.82,2.52,3.2,0.7,13.16
3234,53,순두부찌개_간편조리세트_해물짬뽕순두부,3.31,2.81,3.53,1.27,18.72
5061,74,청국장찌개_간편조리세트_영월식 청국장,6.09,3.13,5.38,1.4,0
5062,80,청국장찌개_간편조리세트_우삼겹 청국장찌개,5.58,4.88,3.32,0.88,4.73
5063,79,청국장찌개_두부_채소,6.32,4.63,2.94,1.95,0
8636,33,해물탕_간편조리세트_바다를 품은 해물탕,4.11,0.96,2.02,0.86,53.93
8635,45,해물탕,6.63,0.78,2.77,0.13,78.25
8639,57,해신탕,7.93,1.88,2.03,0.41,51.03
8792,32,호박찌개,1.87,0.87,4.07,1.93,3.09
8858,93,훠궈_소고기,4.81,5.11,6.83,1.13,9.65
30,172,갈비찜_고춧가루,20.43,6.57,7.9,3.57,54.43
514,97,김치찜_간편조리세트_돼지고기 김치찜,10.14,3.67,5.75,2.84,29.23
515,52,김치찜_간편조리세트_돼지고기 묵은지찜,4.9,2.26,2.99,0.71,15.79
539,107,꼬막무침,8.34,4.72,7.69,4.28,29.88
541,113,꼬막찜_참꼬막,15.59,3.13,5.74,0,81.29
667,108,달걀찜_달걀만,9.01,7.5,1.03,0.81,81.09
672,89,달걀찜_채소,4.76,5.77,4.46,0,80.17
726,136,닭찜_간편조리세트_안동식 찜닭,7.22,3.32,19.38,6.23,30.09
728,91,닭찜_안동찜닭,7.61,2.59,9.3,4.45,30.03
874,75,대구찜,10.34,1.58,4.94,1.14,52.66
1082,79,동태찜,10.18,1.94,5.16,1.14,56.84
1084,191,동파육,8.99,15.41,4.15,0.74,31.6
1091,120,돼지갈비찜_간편조리세트_국내산순살돼지갈비찜,10.12,4.91,8.8,6.11,28.34
1103,164,돼지고기_간,29.36,4.44,1.56,0.2,386.25
1104,325,돼지고기_머리고기,21.2,26,1.75,0.05,85.55
1105,91,돼지고기_허파,17.27,2.41,0.02,0,398.97
1125,214,돼지등갈비찜,16.02,10.93,12.76,5.36,44.35
2601,157,북어찜,18.73,3.8,12,4.27,102.07
2613,76,붕어찜,4.94,3.35,6.51,1.47,16.93
3200,145,수란_중탕,12.3,11.7,0.2,,420
4003,77,아귀찜_간편조리세트_쫀득쫀득아귀찜,6.68,2.79,6.37,1.67,46.6
4545,133,오징어순대,13.06,1.6,16.66,0.11,147.84
4979,182,조기찜,20.06,10.59,1.64,0,138.43
8631,88,해물찜_간편조리세트_낙지한마리해물찜,6.63,3.53,7.52,6.3,31.97
8632,49,해물찜_간편조리세트_백합&바지락통찜,3.31,0.95,6.85,2.14,11.15
8630,80,해물찜,8.52,1.96,7.08,1.1,83.83
25,312,갈매기살구이_돼지고기,26.98,22.6,0.28,0,96.84
26,294,갈비구이_돼지고기,19.58,21.39,5.78,5.7,59.95
28,330,갈비구이_소고기_양념,20.03,23.87,8.73,4.63,62.21
29,321,갈비구이_왕갈비_양념,18.07,23.53,9.13,4.53,39.01
542,252,꼬치구이_닭고기,16.52,12.24,19.07,4.5,44.92
577,74,꿩불고기,6.7,1.7,7.94,3.38,21.24
878,595,대창구이_소고기,9.11,60.25,4.05,1.13,51.05
884,184,더덕구이,3.1,5.2,31.1,11.6,0.12
1087,240,돼지갈비구이_간장,19.5,14.4,8.1,4.5,49.34
1124,348,돼지껍데기구이,23.74,26.64,3.37,3.42,35.76
1129,155,돼지불고기_간편조리세트_기사식당 돼지불고기,10.25,9.08,8.08,5.52,32.54
1130,165,돼지불고기_간편조리세트_대파고추장불고기,11.79,7.66,12.17,9.87,30.96
1131,191,돼지불고기_간편조리세트_매콤 콩나물불고기,10.62,10.31,13.82,4.71,26.6
1134,182,돼지불고기_삼겹살_오징어,12.8,9.95,10.25,3.8,92.23
1796,358,막창구이_소고기,15.34,32.73,0.4,1.36,109.41
3836,153,스테이크_간편조리세트_그레이프 소스 스테이크,11.09,8.36,8.47,4.52,33.88
3837,176,스테이크_간편조리세트_뉴욕스테이크&크림뇨끼,8.71,8.79,15.39,1.86,18.17
3838,176,스테이크_간편조리세트_부채살 찹스테이크,11.08,12.04,5.94,4.16,28.87
3839,155,스테이크_간편조리세트_블랙라벨 스테이크 부채살,13.1,8.86,5.73,3.38,35.5
3840,147,스테이크_간편조리세트_비프찹스테이크,7.76,9.66,7.22,5.81,24.99
3841,140,스테이크_간편조리세트_시그니처 스테이크 부채살,11.42,7.12,7.52,6,40.7
3842,130,스테이크_간편조리세트_시그니처찹스테이크,10.5,6.21,7.92,6.4,27.76
3843,151,스테이크_간편조리세트_파빌리온 양갈비 스테이크,9.46,6.8,13.07,6.47,30.17
3844,186,스테이크_간편조리세트_프라임스테이크 부채살,10.77,13.41,5.63,2.21,30.93
4472,234,연어구이,24.78,14.94,0.2,0.55,44.98
4487,408,오겹살구이_돼지고기,20.18,35.14,2.72,0.72,45.6
4855,198,임연수구이,21.52,11.76,1.4,0,85.04
4938,297,장어구이_붕장어_소금,26,16.2,11.6,0.4,167.07
4940,289,장어구이_양념,20.51,20.37,5.87,2.79,143.49
5019,488,차돌박이구이_소고기,17.94,45.69,1.31,0.33,47.28
6271,224,콘치즈구이,9.51,12.85,17.56,7.31,22.06
8579,189,함박스테이크_간편조리세트_더블체다 함박스테이크,9.9,10.46,13.88,4.64,25.8
8841,219,황태구이,23.9,7.7,13.45,7.1,105.79
8857,319,훈제오리,17.22,25.63,4.83,0.11,68.4
156,183,고추전,8.61,11.48,11.34,1.45,52.54
317,195,굴전,10.6,10.5,14.5,1.3,96.88
533,241,깻잎전,11.82,17.18,9.7,0.71,87.86
546,94,꼬치구치_낙지,16.43,1.59,3.53,0,167.18
609,208,녹두빈대떡,7.94,10.27,20.93,0.1,12.48
659,210,달걀말이_달걀만,13.3,15.31,4.83,0.4,109.87
661,183,달걀말이_채소,11.15,13.31,4.62,1.29,96.85
1079,195,동태전,16.48,11.63,6.11,0.26,136.73
1190,170,두부전,13.64,10.58,5,0.02,2.19
1979,151,미나리전,3.49,5.08,22.82,1.16,7.92
2202,160,배추전,3.44,5.78,23.68,3.35,4.82
2428,160,버섯전,7.02,9.91,10.8,1.83,66.73
2881,188,새우전,9.99,11.33,11.57,1.87,131.08
3069,154,생선전_가자미,17.17,7.38,4.61,0.2,117.51
3070,179,생선전_동태,15.09,10.03,7.02,0.15,119.17
3117,227,소고기산적,24.2,12.78,3.67,0,67.42
3138,150,소라산적,22.4,3.14,8.06,1.06,125.43
4544,127,오징어산적,21.72,2.47,4.5,1.14,292.81
6744,195,파전,4.56,9.35,23.2,0.52,30.76
8638,205,해물파전_간편조리세트_모둠해물파전,6.81,12.09,17.29,2.02,40.31
8654,244,햄부침,11.3,17.1,11.3,1,72.11
8790,139,호박전,4.32,8.73,10.73,1.9,61.68
8838,196,홍합산적,22.23,6,13.22,4.17,75.89
8840,182,화양적,9.05,9.85,14.23,0.81,82.17
40,224,감바스_간편조리세트_감바스 알 아히요,11.48,11.38,19,1.46,35.59
58,134,감자볶음_감자만,1.9,6.86,16.18,1.44,1.55
151,168,고추잡채_간편조리세트_고추잡채 꽃빵키트,6.76,5.62,22.5,4.77,9.81
177,235,곱창볶음_돼지껍데기,17.2,11.13,16.33,3.67,31.83
493,132,김치볶음_김치만,2.63,10.35,7.17,2.99,5.81
638,87,느타리버섯볶음,3.61,4.66,7.69,3.24,1.17
702,176,닭모래집볶음,28.11,5.8,2.82,2.73,363.87
712,150,닭볶음_간편조리세트_모짜렐라 치즈 닭갈비,11.59,5.41,13.82,6.51,41.43
713,160,닭볶음_간편조리세트_치즈 품은 닭갈비,9.5,5.62,17.96,4.45,28.6
714,162,닭볶음_간편조리세트_치즈이불 닭갈비,11.4,6.48,14.49,6.07,41.95
1108,145,돼지고기볶음_간편조리세트_돼지고기 숙주 볶음,7.46,8.78,9.05,5.96,21.96
1185,115,두부김치,7.79,6.85,5.63,0.59,5.57
1229,167,떡볶이_간편조리세트_달콤짭짤 궁중식 떡볶이,5.27,5.54,24,4.75,8.17
1230,161,떡볶이_간편조리세트_떡볶이 보통맛,3.9,4.36,26.45,7,1.57
1231,118,떡볶이_간편조리세트_소불고기궁중떡볶이,5.46,1.7,20.2,5.63,8.12
1232,184,떡볶이_간편조리세트_호로록 로제 떡볶이,4.37,5.1,30.25,4.12,60.13
1247,164,떡볶이_치즈,5.54,2.69,29.31,5.76,20.66
1794,129,마파두부_간편조리세트_백리향 마파두부,7.42,9,4.62,2.02,4.92
1830,72,머위나물볶음,2.33,4.67,5.07,1.2,0
2426,91,버섯볶음_양송이버섯,3,5.53,7.33,0.8,0
2427,95,버섯볶음_표고버섯,3,4.47,10.53,1.73,0
3113,193,소고기볶음_간편조리세트_차돌박이숙주볶음,7.3,15.35,6.38,0.98,26.6
3224,166,순대볶음_간편조리세트_매콤 깻잎 순대볶음,2.89,7.12,22.51,3.71,19.8
3225,210,순대볶음_간편조리세트_신림동 백순대볶음,4.56,11.98,21.08,2.89,24.24
3223,146,순대볶음,5.18,5.33,19.18,1.35,35.43
3228,196,순대볶음_백순대,3.62,10.23,22.45,1.69,14.32
4552,275,오징어채볶음,22.04,7.57,29.77,20.03,183.61
4898,330,잔멸치볶음,34.97,8.97,27.43,14.89,85.11
4918,105,잡채_간편조리세트_소고기 버섯 잡채,2.18,1.8,19.97,6.44,4.73
4919,128,잡채_고추,5.5,6.01,13.09,1.05,19.63
4983,106,주꾸미볶음,9.16,2.6,11.41,2.53,100.38
4985,161,주꾸미삼겹살,10.11,8.66,10.66,5.41,70.76
8628,105,해물볶음,9.55,3.83,8.05,1.85,82.4
9,99,가자미조림,12.37,2.37,7.17,3.5,75.99
157,111,고추조림,3.3,4.9,13.4,7.1,7.09
719,107,닭볶음탕_간편조리세트_곱도리탕,6.66,4.21,10.62,4.29,45.41
1080,110,동태조림,16.32,1.88,6.96,4.08,87.38
2600,182,북어조림,20.83,3.33,17.14,8.2,99.63
4945,127,장조림_돼지고기_메추리알,16.67,3.7,6.74,2.55,95.28
4949,149,장조림_우엉,2.1,0.3,34.37,17.4,0
4977,128,조기조림,13.7,6.27,4.27,1.5,76.06
81,269,감자튀김_간편조리세트_몬스터 치즈 프라이,5.54,17.74,21.78,3.56,11.18
126,246,고구마맛탕,1.65,5.5,47.3,19.35,0
133,253,고구마튀김,2.72,11.87,33.8,7.72,20.84
159,202,고추튀김,7.6,12.6,14.6,2.3,35.91
458,195,김말이튀김,2.05,7.2,30.51,1.88,0
522,240,깐풍새우,8.15,13.86,20.56,7.2,61.48
703,312,닭모래집튀김,18.73,17.73,19.4,1.2,167.94
729,301,닭튀김,21.73,16.57,16.27,0.5,59.31
751,277,닭튀김_다리,21.61,16.53,9.08,,93
753,252,닭튀김_닭가슴살,21,9.7,20.2,,
777,330,닭튀김_목,19.82,23.52,8.7,,91
794,289,닭튀김_살코기,22.54,17.35,9.42,0,87
749,332,닭튀김_너겟,15.3,22.7,16.63,1.12,43.28
807,276,닭튀김_양념,17.75,13.4,21.15,6.25,68.9
1064,262,돈가스_간편조리세트_부타이로스카츠,14.46,17.97,10.71,3.11,27.73
1063,280,돈가스,13.85,17.94,15.89,4.99,26.48
1065,317,돈가스_고구마,12.34,19.51,23.05,6.22,23.93
1066,312,돈가스_돼지등심,16.5,18.77,19.24,1.83,49.08
1067,326,돈가스_돼지안심,16.64,21.2,17.13,1.39,52.74
1069,302,돈가스_치즈,16.81,18.68,16.71,1.43,39.52
1624,199,라조기,10.33,11.75,13.12,0.08,45.29
1880,289,멘보샤,10.52,21.6,13.22,1,69.91
1970,387,미꾸라지튀김,10.89,25.39,28.85,0.3,50.15
2542,320,복어튀김,13.84,19.27,22.88,0.6,30.03
2592,379,북어강정_고추장양념,19.22,22.07,25.82,12.17,53.82
3067,327,생선까스,12.17,20.55,23.28,0.98,36.36
4346,411,양파링튀김,3.86,25.23,43.58,5.43,0
4999,357,쥐포튀김,9.62,16.49,42.5,7.96,28.7
5152,333,치즈볼,9.56,20,28.66,5.48,23.23
5200,329,치즈스틱,12.59,21.85,20.57,1.84,22.2
5205,296,치킨가스,13.96,16.96,22.01,2.08,36.48
6662,227,탕수육_간편조리세트_김치피자탕수육,12.36,10.67,20.47,7.37,22.22
592,173,난자완스,10.81,10.17,9.57,0.25,38.38
531,103,깻잎나물볶음,3.75,7.2,5.75,0.3,0
1829,85,머위나물무침,1.62,7.66,2.49,0.44,0
1972,59,미나리나물,2.03,3.67,4.48,0,0
3086,78,세발나물무침,3.01,4.25,7.05,3.67,0
4768,86,우거지나물무침,3,5.67,5.8,1,0.87
5097,148,취나물무침,2.75,12.31,6.61,0,0
168,109,골뱅이무침,7.08,1.97,15.69,10.46,38.35
605,61,냉채_해파리,4.13,0.93,8.93,7.6,26.89
608,56,노각무침,1.73,1.2,9.53,4.73,0
649,40,단무지무침,1,1.6,5.6,1.4,0
885,144,더덕무침,2.87,1.87,28.93,13.47,0.11
1958,60,묵무침_청포묵,1.16,2.08,9.08,0.72,0
1967,76,물회,4.91,2.7,7.9,2.86,17.18
1968,72,물회_생선,4.29,1.54,10.31,6.5,12.74
2186,43,배추 겉절이,2.18,0.92,6.51,3.04,0.39
2207,150,밴댕이무침,7.45,8.25,11.5,6.75,25.38
2585,70,부추무침_부추만,3.25,1.21,11.58,7.67,3.14
2872,64,상추 겉절이,2.48,3.26,6.18,3.71,6.57
3028,129,샐러드_간편조리세트_콥샐러드&시저드레싱,8.75,8.4,4.55,1.89,75.8
3030,185,샐러드_고구마,1.81,7.79,26.84,14.98,7
3048,153,샐러드_양배추_코올슬로,0.95,9.91,14.89,12.19,4
3991,64,쑥갓나물무침,3,3.8,4.4,0.2,0.03
4528,51,오이생채_오이만,1.61,2.08,6.56,4.81,2.34
6664,97,탕평채,3.55,3.81,12.26,0.39,47.24
8795,99,홍어무침,8.93,1.32,12.98,7.23,28.51
8851,105,회무침_서대,7.53,1.53,15.3,7.43,22.57
87,37,갓김치,3.26,0.4,7.07,2.46,0
2193,38,배추김치,1.98,0.43,6.49,2.4,0
2194,37,배추김치_가을재배,1.85,0.54,6.1,3.05,0
2195,39,배추김치_봄재배,2.22,0.67,5.95,2.38,0
2196,38,배추김치_여름재배,1.84,0.49,6.56,3.22,0
2203,16,백김치,0.95,0.07,3,1.04,0
4480,36,열무김치,2.39,0.38,5.87,0.68,0
4484,18,열무물김치,1.41,0.07,2.91,1.68,0
4485,35,열무얼갈이김치,2.15,0.66,5.22,0.91,2.07
4529,37,오이소박이,1.76,0.37,6.66,3.17,0
4836,62,유채김치,3.5,0.8,10.1,,
4841,17,유채물김치,1,0.1,3,,
5091,42,총각김치,1.92,0.29,7.89,3,0
6699,49,파김치,2.5,0.58,8.51,2.8,0
111,88,게장_간장,12.25,2.31,4.47,2.93,140.73
112,111,게장_양념,12.24,3.3,8.07,4.93,61.44
1891,147,명란젓_양념,17.96,6.54,3.98,0,247.92
4972,103,조개젓_양념,8.61,2.05,12.61,6.46,35.16
153,124,고추장아찌,2.39,0.63,31.49,11.38,0
1207,124,들깻잎장아찌,4.03,0.42,26,16.41,0
1664,113,마늘장아찌,2.43,0.16,25.36,15.03,0
1673,118,마늘쫑장아찌,1.96,0.14,27.34,13.02,0
1674,60,마늘쫑장아찌_간장,2,1,10.8,7.8,0
1675,110,마늘쫑장아찌_고추장,2.6,1.8,21,11.2,0
1812,243,매실장아찌,1.65,0.43,58.11,38.16,0
1949,80,무장아찌,1.47,0.76,16.76,9.62,0.13
3185,116,소스/드레싱_간편조리세트_오야꼬동,8.93,5.54,7.66,5.93,89.07
5216,136,카레소스_간편조리세트_키마카레&치즈키마카레,9.16,8.38,6.02,2.86,149.5
2020,113,밀크쉐이크_바닐라,2.43,3.88,17.01,16.57,9.1
2801,141,빙수_인절미_우유얼음,5.97,4.35,19.6,14.98,8.26
2828,146,빙수_팥_우유얼음,3.24,0.79,31.49,25.04,4.87
4139,196,아이스크림_썬대,3.17,6.86,30.45,25.42,9.1
4791,73,우유_딸기,2.04,2.31,11.04,10.24,6.93
193,29,과ㆍ채주스_당근,0.36,0.04,6.88,6.81,0
202,54,과ㆍ채주스_딸기_바나나,1.37,0.52,11.06,10.93,2.88
234,38,과ㆍ채주스_사과_당근,0.23,0.03,9.14,9.03,0
284,44,과ㆍ채주스_해독주스_착즙형,0.47,0.04,10.51,9.1,0
286,59,과ㆍ채주스_혼합과일 주스,0.77,0.37,13.19,12.86,1.46
1291,76,라떼_그린티,2.97,2.56,10.33,9.41,9.96
1410,72,라떼_바닐라,2.58,3.17,8.38,7.32,8.82
1642,60,레몬청차,0.13,0.01,14.8,16.33,0
2126,49,밀크티_블랙,1,2.64,5.3,4.58,3.87
2127,76,밀크티_초콜릿,1.23,3.68,9.61,3.65,0
2128,102,밀크티_타로,0.37,5.83,11.95,7.32,0
2129,94,밀크티_흑당,2.38,2.55,15.37,12.76,9.86
3968,87,식혜,1.53,1.75,16.21,11.36,0
4311,51,액상커피_커피가루_설탕_크림,0.43,1.03,10.06,5.94,0
4310,17,액상커피_커피가루_설탕,0.18,0,3.98,1.68,0
4309,4,액상커피_커피가루,0.2,0.01,0.7,0,0
5296,111,커피_달고나커피,2.47,4.97,14.08,11.46,12.61
5669,81,커피_카라멜마끼아토,2.44,3.94,9.05,8.47,8.9
5688,57,커피_카페라떼,2.72,3.72,3.11,3.11,9.21
123,132,고구마_밤고구마_삶은것,2.45,0.12,30.17,18.43,0
6750,511,팝콘,8.3,27.34,58.06,0.38,0.49
6751,479,팝콘_카라멜,5.92,19.56,69.79,27.42,0.76
654,150,달걀_삶은것,12.8,10.65,0.63,0.62,380.51
655,358,달걀_삶은것_노른자,15.66,32.31,1.17,0.23,686.62
656,48,달걀_삶은것_흰자,11.42,0.29,0.01,0.32,2.02
877,141,대구포,31.97,0.4,2.33,0,107.15
164,124,곤드레밥,2.2,0.94,26.8,0.15,0
461,97,김밥_계란,4.3,2.34,14.22,0.51,52.37
466,122,김밥_멸치_고추,5.6,1.79,20.5,0.93,37.74
471,119,김밥_참치_고추,4.4,3.76,16.42,0.5,20.31
472,125,김밥_참치_김치,5.4,4.45,15.45,0.77,23.62
462,94,김밥_고추,3.2,1.63,16.5,0.65,18.31
468,130,김밥_샐러리,2.8,4.2,19.75,0.88,12.33
607,77,넙치회덮밥_양념장,4.27,1.06,12.64,1.92,7.03
635,87,누룽지,1.5,0.06,19.17,0.24,0
1072,101,돌솥 비빔밥,3.4,1.78,17.46,1.05,26.99
1073,86,돌솥 비빔밥_양념장,2.81,2.07,13.99,1.23,29.06
2553,110,볶음밥_김치_돼지고기,3.4,2.05,18.62,0.53,3.57
2556,113,볶음밥_돼지고기,3.8,2.44,17.88,0.75,19.99
2560,105,볶음밥_배추김치_참치,5.11,2.58,14.6,1.13,30.35
2557,134,볶음밥_맛살,3.5,2.07,24.28,1.04,16.5
2635,96,비빔밥_묵_양념장,3.09,2.07,16.34,1.44,25.66
2642,100,비빔밥_참치_양념장,4.82,1.8,16.11,1.72,21.05
2854,185,삼각김밥,4.8,4.4,30.58,0.24,3.92
4781,67,우럭회덮밥_양념장,3.49,0.77,11.47,1.55,1.85
4848,118,율무밥,2.2,0.17,25.56,0.01,0
4912,137,잡곡밥_보리,3.1,0.65,28.75,0.28,0
4913,135,잡곡밥_보리_흑미,3,0.62,28.32,0.27,0
4914,134,잡곡밥_서리태,3.4,0.81,27.35,0.35,0
4915,132,잡곡밥_현미,2.9,0.49,28.08,0.15,0
4986,135,주먹밥,2.3,2.09,25.52,0.88,0
4990,106,주먹밥_배추김치,2.39,1.3,20.81,0.79,0
4992,131,주먹밥_참치,4.74,2.71,21.16,0.63,3.98
5005,93,짜장밥,2.85,1.94,15.58,2.14,13.49
5045,108,참치덮밥,5.8,2.13,15.91,2.05,6.14
5048,76,참치회덮밥_양념장,4.73,0.81,12.14,1.65,7.44
5209,90,카레라이스_돼지고기,2.8,1.65,15.73,1.3,3.44
5212,113,카레라이스_소고기,2.7,2.48,19.28,0.88,1.98
5214,95,카레라이스_채소,2.09,1.18,18.96,1.82,0.06
6276,60,콩나물 국밥,2.66,0.73,10.69,0.42,19.77
6304,91,콩나물밥_돼지고기,3.3,0.84,17.21,0.21,2.38
8848,108,회덮밥_참치,4.9,1.78,17.65,1.45,1.05
8859,120,흑미밥,2.3,0.37,25.73,0.17,0
88,111,강낭콩밥,2.2,0.15,24.21,0.01,0
102,136,검정콩밥,3.3,0.79,27.6,0.35,0
307,63,굴 국밥,1.6,0.32,12.79,0.46,0.58
315,122,굴밥,4.3,1.95,21.44,0.66,10.38
480,130,김치 볶음밥_모듬,3.8,2.79,21.5,1.01,6.45
581,92,낙지 덮밥,4.5,1.28,15.44,1.76,3.82
582,88,낙지 비빔밥,4.3,1.31,14.72,1.25,9.72
682,89,닭고기 덮밥,4.3,0.38,16.36,0.45,7.95
1127,72,돼지머리국밥,2.1,1.16,12.55,0.41,2.93
1909,113,모듬 김밥,4.2,2.75,17.49,0.7,25.86
1910,189,모듬 초밥,10,3.14,28.65,2.45,63.44
1941,177,무밥,3.7,1.06,36.68,0.79,0
2415,101,버섯 덮밥,2.6,1.63,18.47,0.54,4.14
2625,138,비빔 잡곡밥,3.6,2.12,25.66,0.68,16.33
3094,66,소고기 국밥,2.3,0.56,12.54,0.41,2.7
4341,93,양송이 덮밥,1.9,0.65,19.64,1.27,0
4479,84,열무 비빔밥,2.5,0.51,16.86,0.61,1.94
4535,91,오징어 덮밥_채소,5.1,1.33,14.49,1.76,44.43
4564,113,옥수수밥,2.1,0.34,24.39,0.25,0
4743,114,완두콩밥,2.2,0.33,24.47,0.14,0
4803,199,유부 초밥,5.8,6.92,27.04,2.2,0
4847,115,육회비빔밥,3.9,2.88,17.66,0.71,24.17
4933,95,장어 덮밥,3.5,1.99,15.04,0.42,23.52
4936,95,장어 초밥,3.5,1.99,15.04,0.42,23.52
6754,140,팥밥,3.2,0.41,29.53,0.19,0
8622,78,해물 덮밥,3.8,0.39,14.15,0.69,26.88
8794,118,혼합잡곡밥,2.3,0.22,25.63,0.07,0
120,158,계란빵,6,1.99,27.2,1.35,60.66
6873,153,피자,7.8,4.77,21.07,3.1,15.53
8647,204,햄버거_돼지고기,9.1,9.69,19.35,2.85,26.87
8652,123,햄버거_치킨,7.5,4.06,13.92,2.37,14.32
8772,147,호떡,2.7,5.91,20.14,4.76,0
71,108,감자샐러드 샌드위치,3.1,4.73,13.39,2.27,24.2
3104,203,소고기 샌드위치,6.9,10.61,19.7,2.93,29.83
6668,84,토스트,2.5,1.33,15.55,2.61,0
6697,56,트위스터 샌드위치,3.6,2.96,3.3,0.68,15.94
6707,226,파운드케이크,3.5,11.79,26.67,9.33,47.29
8655,185,햄샌드위치,5.3,10,18.69,3.63,14.58
23,151,간자장_해물,6.9,3.18,22.69,2.45,28.99
298,56,국수,2.5,0.96,8.87,0.29,10.42
1219,90,떡국_굴,4,1.33,16.69,0.23,20.12
1220,85,떡국_달걀,2.1,0.62,17.9,0.15,14.75
